slot_id,company_placeholder,sector,region,why_now_hypothesis_ar,why_now_hypothesis_en,recommended_offer_rung,recommended_offer,suggested_first_touch,current_status,priority,next_action,doctrine_note
T224,هدف استراتيجي 75 — وكالة/خدمات,executive_governance,KSA (fill city from CRM),AI بلا حوكمة,Executive needs a control-tower view over AI scale risk.,Rung 0/4,Executive Diagnostic -> Custom AI / Governance scope,Partner / mutual introduction,replied,low,مسودة لمسة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T225,هدف استراتيجي 78 — وكالة/خدمات,crm_partner,KSA (fill city from CRM),follow-up غير موثق,CRM/HubSpot partner needs a pre-implementation diagnostic layer.,Rung 0,Free Diagnostic (CRM-partner pre-implementation layer),Partner / mutual introduction,replied,low,مسودة لمسة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T226,هدف استراتيجي 81 — وكالة/خدمات,agency_wedge,KSA (fill city from CRM),العميل يسأل ماذا حدث بعد الحملة,Agency cannot show clients what happened after the campaign; weekly proof is missing.,Rung 0/1,Free Diagnostic -> 499 SAR Revenue Proof Sprint,Partner / mutual introduction,replied,low,مسودة لمسة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T227,هدف استراتيجي 84 — وكالة/خدمات,agency_partner,KSA (fill city from CRM),co-sell pilot واحد,Agency partner has one shared client ready for a co-sell pilot.,Rung 1,Partner co-sell 499 SAR Sprint (one shared client),Partner / mutual introduction,replied,low,مسودة لمسة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T228,هدف استراتيجي 98,real_estate_developer,KSA (fill city from CRM),جودة leads inbound,Real-estate developer is slow to respond to inbound leads.,Rung 0/1,Free Diagnostic -> 499 SAR Revenue Proof Sprint,Warm email (existing relationship),replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T229,هدف استراتيجي 113,crm_partner,KSA (fill city from CRM),تنفيذ CRM قبل التشخيص,CRM/HubSpot partner needs a pre-implementation diagnostic layer.,Rung 0,Free Diagnostic (CRM-partner pre-implementation layer),Warm email (existing relationship),replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T230,هدف استراتيجي 128,agency_wedge,KSA (fill city from CRM),لا proof أسبوعي للعميل,Agency cannot show clients what happened after the campaign; weekly proof is missing.,Rung 1,499 SAR Revenue Proof Sprint (agency wedge),Warm email (existing relationship),replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T231,هدف استراتيجي 143,media_buying,KSA (fill city from CRM),تقارير media بلا post-lead ops,Media-buying lacks post-campaign proof for clients.,Rung 0/1,Free Diagnostic -> 499 SAR Revenue Proof Sprint,"LinkedIn manual DM (warm, founder-typed)",replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T232,هدف استراتيجي 158,insurance,KSA (fill city from CRM),وثائق leads بلا إغلاق,Insurance B2B has slow first response on inbound quotes.,Rung 0/1,Free Diagnostic -> 499 SAR Revenue Proof Sprint,Warm email (existing relationship),replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T233,هدف استراتيجي 173,fintech,KSA (fill city from CRM),leads مالية بلا تسليم Proof,Fintech needs governed diagnostics under regulatory constraint.,Rung 0/1,Free Diagnostic -> 499 SAR Sprint (governed),Warm email (existing relationship),replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T234,هدف استراتيجي 188,saas,KSA (fill city from CRM),توسع AI بدون حوكمة,SaaS is scaling AI without governance; pipeline lacks evidence.,Rung 0/4,Executive Diagnostic -> Custom AI / Governance scope,"LinkedIn manual DM (warm, founder-typed)",replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T235,هدف استراتيجي 203,government_vendor,KSA (fill city from CRM),مناقصات بلا owner متابعة,Government vendor needs an AI governance review before scope.,Rung 0/4,Executive Diagnostic -> Custom AI / Governance scope,Partner / mutual introduction,replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T236,هدف استراتيجي 218,executive_governance,KSA (fill city from CRM),مخاطر توسع AI,Executive needs a control-tower view over AI scale risk.,Rung 0/4,Executive Diagnostic -> Custom AI / Governance scope,Partner / mutual introduction,replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T237,هدف استراتيجي 233,direct_b2b,KSA (fill city from CRM),متابعة أولى بطيئة,"Direct B2B has undocumented, slow follow-up on inbound leads.",Rung 0/1,Free Diagnostic -> 499 SAR Sprint (governed),Warm email (existing relationship),replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T238,هدف استراتيجي 248,ecommerce,KSA (fill city from CRM),سلة متروكة بلا قرار إيراد,E-commerce pipeline lacks evidence on lead conversion.,Rung 0/1,Free Diagnostic -> 499 SAR Sprint (governed),Warm email (existing relationship),replied,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T239,هدف استراتيجي 92,agency_wedge,KSA (fill city from CRM),لا proof أسبوعي للعميل,Agency cannot show clients what happened after the campaign; weekly proof is missing.,Rung 1,499 SAR Revenue Proof Sprint (agency wedge),Warm email (existing relationship),sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T240,هدف استراتيجي 107,media_buying,KSA (fill city from CRM),تقارير media بلا post-lead ops,Media-buying lacks post-campaign proof for clients.,Rung 0/1,Free Diagnostic -> 499 SAR Revenue Proof Sprint,"LinkedIn manual DM (warm, founder-typed)",sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T241,هدف استراتيجي 122,retail,KSA (fill city from CRM),حملات موسمية بلا إغلاق,Retail B2B lacks a structured proof loop on lead handling.,Rung 1,499 SAR Revenue Proof Sprint (agency wedge),"LinkedIn manual DM (warm, founder-typed)",sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T242,هدف استراتيجي 137,executive_governance,KSA (fill city from CRM),مخاطر توسع AI,Executive needs a control-tower view over AI scale risk.,Rung 0/4,Executive Diagnostic -> Custom AI / Governance scope,Partner / mutual introduction,sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T243,هدف استراتيجي 152,retail,KSA (fill city from CRM),حملات موسمية بلا إغلاق,Retail B2B lacks a structured proof loop on lead handling.,Rung 1,499 SAR Revenue Proof Sprint (agency wedge),"LinkedIn manual DM (warm, founder-typed)",sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T244,هدف استراتيجي 167,consulting_firm,KSA (fill city from CRM),عملاء يطلبون أتمتة بلا أدلة,Consulting clients ask for automation without governance; needs a safe diagnostic first.,Rung 1,499 SAR Revenue Proof Sprint (agency wedge),Warm email (existing relationship),sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T245,هدف استراتيجي 182,telecom_b2b,KSA (fill city from CRM),حسابات enterprise بلا proof,Telecom B2B needs an executive diagnostic on AI scale risk.,Rung 0/4,Executive Diagnostic -> Custom AI / Governance scope,"LinkedIn manual DM (warm, founder-typed)",sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T246,هدف استراتيجي 197,healthcare,KSA (fill city from CRM),متابعة مريض/عميل بلا owner,Healthcare B2B needs PDPL-safe handling of lead data.,Rung 0/1,Free Diagnostic -> 499 SAR Revenue Proof Sprint,"Phone (scheduled, warm)",sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T247,هدف استراتيجي 212,crm_partner,KSA (fill city from CRM),تنفيذ CRM قبل التشخيص,CRM/HubSpot partner needs a pre-implementation diagnostic layer.,Rung 0,Free Diagnostic (CRM-partner pre-implementation layer),Warm email (existing relationship),sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T248,هدف استراتيجي 227,insurance,KSA (fill city from CRM),وثائق leads بلا إغلاق,Insurance B2B has slow first response on inbound quotes.,Rung 0/1,Free Diagnostic -> 499 SAR Revenue Proof Sprint,Warm email (existing relationship),sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
T249,هدف استراتيجي 242,fintech,KSA (fill city from CRM),leads مالية بلا تسليم Proof,Fintech needs governed diagnostics under regulatory constraint.,Rung 0/1,Free Diagnostic -> 499 SAR Sprint (governed),Warm email (existing relationship),sent_manual,low,مسودة — موافقة قبل الإرسال,"PLACEHOLDER identity — fill real contact from CRM. DRAFT only, founder approves before any send."
